score,std,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
1.1898881174818354,0.049459480080207445,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.9,0,0
1.202037863757921,0.022954405285513298,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.9,1e-05,0
1.2391867712853848,0.02306557213699355,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.9,0,0
1.2656022636125377,0.012100314596638581,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.9,1e-05,0
1.3712492640445382,0.016763530403016418,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.9,0.0001,0
1.387991976920717,0.0612931896678608,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.9,0.0001,0
1.4628104748472763,0.04445251497903035,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.5,0,0
1.4804833439369538,0.0612544987953873,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.5,1e-05,0
1.5240691343798112,0.03357869354834055,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.5,0,0
1.5575589278994073,0.059777646492257294,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.1,0,0
1.5669262882490356,0.09876088367026126,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.5,1e-05,0
1.5683653402333226,0.0435121734788114,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0,0,0
1.5969667972222743,0.027402002381682614,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.1,1e-05,0
1.6061309050074188,0.009823141286900846,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0,1e-05,0
1.679674510639422,0.05426655056402887,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.1,0,0
1.7251182993247622,0.061792228856604826,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.1,1e-05,0
1.7410709191084093,0.06721971280725238,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0,0,0
1.7662320199477157,0.04920919414780439,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0,1e-05,0
1.7686154000348664,0.059567073162785915,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.5,0.0001,0
1.7862020876882798,0.03720936356482889,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.5,0.0001,0
1.9305427731745148,0.04541476270468433,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.9,0.001,0
1.9764895629061243,0.04938798178382618,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.1,0.0001,0
1.9862392680272565,0.083483142961766,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.9,0.001,0
2.0261231163543663,0.08004385114600955,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0,0.0001,0
2.0691670458251896,0.1092815123689122,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.1,0.0001,0
2.1368503017032867,0.031341693819703184,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0,0.0001,0
3.2339232928735786,0.09656601757776333,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.5,0.001,0
3.6423839897365737,0.16905987387041996,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.5,0.001,0
4.200997825453336,0.12055227088337618,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0.1,0.001,0
4.399386590242385,0.05998398745655647,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,relu,0.0005,0,0.001,0
5.265281407915155,0.13015386522636174,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0.1,0.001,0
5.669648851829893,0.2828996920792213,MEE,minibatch 0.05,10000,0,10,1,"(100,)",identity,tanh,0.0005,0,0.001,0
