score,std,epoch_mean,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,nn_seed,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
1.1076801640234513,0,5401,MEE,batch,12000,0,10,1,10,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.1130365518107936,0,5026,MEE,batch,12000,0,10,1,14,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.1325246118638708,0,11780,MEE,batch,12000,0,10,1,12,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.1353230121931288,0,5510,MEE,batch,12000,0,10,1,13,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.1444452385579515,0,5435,MEE,batch,12000,0,10,1,15,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.1472347162326002,0,4709,MEE,batch,12000,0,10,1,11,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.153938774845798,0,5997,MEE,batch,12000,0,10,1,8,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
1.1643551568442048,0,10478,MEE,batch,12000,0,10,1,9,"[40, 30]",identity,tanh,0.007,0.55,1e-05,0
