score,std,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
0.08019980506188336,0.09996599793031524,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.7,0,0
0.0810568633008415,0.09958827956827403,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.6,0,0
0.08189545445674602,0.09899623787376166,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08281646862724336,0.09836410286802048,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.6,0.0001,0
0.09675695342293182,0.08866233583520186,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.7,0.001,0
0.09858497440217401,0.09168287919601376,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.9,0,0
0.09883044570513637,0.09144258363607609,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.8,0,0
0.09923514259439274,0.09092360652541691,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.8,0.0001,0
0.10246544743297918,0.08461796922494871,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.6,0.001,0
0.10848912670615901,0.08941345116146045,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.5,0,0
0.10934550451916081,0.08824935439604786,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.5,0.0001,0
0.11019439812468405,0.08029425083605864,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.9,0.0001,0
0.11047483772398818,0.08660410203425561,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.4,0,0
0.11178242754057864,0.08497158159060067,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.4,0.0001,0
0.11315714275211446,0.07803258988904525,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.3,0,0
0.11548683819714962,0.07576839369344814,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.9,0.001,0
0.1176825869030857,0.0743103378576109,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.8,0.001,0
0.11930419261748658,0.0743910270052536,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.3,0.0001,0
0.12766489178204607,0.06986162963651125,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.5,0.001,0
0.13337350340430834,0.06353104628970066,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0,0,0
0.1338509454654835,0.06500109541848434,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.4,0.001,0
0.13658679594682818,0.06152455775385638,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0,0.0001,0
0.15289254960735552,0.05042999165019056,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.3,0.001,0
0.15322412982774547,0.05156061067951847,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.9,0.01,0
0.16211929190047172,0.04598557709492905,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.9,0.0001,0
0.1653852966130754,0.044209750499168664,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0,0.001,0
0.1711445042104498,0.03862224534883875,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.8,0.01,0
0.18254082453159096,0.03866550630730583,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.9,0,0
0.1831486470104151,0.02731995053418028,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.7,0.01,0
0.18446726142309142,0.03234304036207837,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.5,0,0
0.18569699106547077,0.03204419440752574,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.5,0.0001,0
0.18813767949834623,0.04550048463652648,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.8,0.0001,0
0.18893942591207172,0.03939849184870636,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.9,0.001,0
0.1902149991820982,0.02486462201904457,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.7,0,0
0.19123081590770977,0.049771993507064655,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.8,0,0
0.19242255257208907,0.021023356038178096,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.6,0.01,0
0.2036994690663879,0.023299247051800576,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.4,0,0
0.20416386227794994,0.02309802006448543,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.3,0.0001,0
0.20458458991914386,0.02504610710424501,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.8,0.001,0
0.20466710636656948,0.022074268248497505,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.3,0,0
0.2070398690027024,0.018741883331421693,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0,0,0
0.208517410744579,0.012450046284374282,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.1,0.5,0.01,0
0.2089602752747047,0.01659446340142895,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0,0.0001,0
0.20954780339514456,0.010746718776638296,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.6,0.001,0
0.21416366587189928,0.03355491550233958,MSE,batch,1000,1e-05,10,10,"(2,)",tanh,relu,0.01,0.6,0.0001,0
