score,std,epoch_mean,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,nn_seed,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
1.3714443734022463,0.04467838311652074,986,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.9,0,0
1.3716176114331329,0.033874398051082805,949,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.9,1e-05,0
1.4136239791932368,0.03415748477287435,943,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.9,0.0001,0
1.557461568394223,0.10703025871082199,977,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.9,0.001,0
1.580003991384838,0.010902529832973882,984,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.75,0,0
1.6036655187473627,0.022246316752962025,985,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.75,0.0001,0
1.642232611253986,0.14258554706665474,963,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.75,1e-05,0
1.6429018235158168,0.03559009858510055,988,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.9,1e-05,0
1.6555004310606882,0.09880108051954853,967,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.9,0,0
1.6593077829999394,0.0751619603409425,993,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.9,0.0001,0
1.722187406684739,0.06427605424581295,988,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.5,0,0
1.7358869866002176,0.05587603586900438,981,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.5,1e-05,0
1.742313120793927,0.03134065821857631,933,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.75,0.001,0
1.7913997444190146,0.08712141400647899,996,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.5,0.0001,0
1.8029598696111744,0.0691473181045114,982,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.75,1e-05,0
1.815075838093472,0.043801133556244966,958,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.75,0,0
1.81870449007947,0.043657043658492746,982,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.9,0.001,0
1.8192988146928049,0.08614382571340229,989,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.9,0,0
1.8219255418529239,0.0504507995288934,968,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0,0,0
1.8287872080680394,0.024506602412098795,986,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.9,1e-05,0
1.8308381444897954,0.03140549425895939,986,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.75,0.0001,0
1.8366911200044125,0.006604095650764488,981,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0,1e-05,0
1.8457729582524491,0.018113096357389783,962,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0,0.0001,0
1.8537046966472932,0.013412775548838449,963,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0.5,0.001,0
1.8610031226373787,0.045707503284290824,973,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.9,0.0001,0
1.9464873524815145,0.05815284240374804,972,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.75,1e-05,0
1.9473997258714038,0.022350639854589332,986,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.75,0,0
1.9675477831021342,0.009118751745317493,991,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.75,0.0001,0
1.9687316264633654,0.05868495169892801,987,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.5,0,0
2.013966809866139,0.07979869309242749,872,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.9,0.001,0
2.018865839920362,0.021770031141755793,929,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.01,0,0.001,0
2.023724959206607,0.016571038796146596,998,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.5,1e-05,0
2.032043460240273,0.06035287477010991,986,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.5,0.0001,0
2.212056992462513,0.05591891937244899,986,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0.75,0.001,0
2.2777219748902344,0.06527703947969175,1000,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.5,1e-05,0
2.3930238771462284,0.04502406675536054,999,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.5,0,0
2.499753310996473,0.12016315844221813,999,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.5,0.0001,0
2.7320026236143806,0.10437171674597348,994,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.75,0.001,0
3.0032711545359745,0.10329929559727541,998,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.0001,0.9,0,0
3.1099061042657645,0.2084198302766667,992,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0,0,0
3.1589984950187158,0.10270244914200595,996,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0,1e-05,0
3.22875818568604,0.15486930715904382,995,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.001,0,1e-05,0
3.244703256257703,1.0561369813158088,350,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.1,0,0.0001,0
3.2823135828104104,0.034274917697317796,1000,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.0001,0.9,0,0
3.3124128193367217,0.08952314466986423,1000,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.0001,0.9,1e-05,0
3.3198773853286987,0.005901695632645356,998,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0,0.0001,0
3.3207710822871483,0.13074704379624885,999,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0,0,0
3.3612271228025805,0.12376850311151055,1000,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.0001,0.9,0.0001,0
3.4117205587676214,0.09567355890342583,1000,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.0001,0.9,0.0001,0
3.41882812584594,0.22459554580513086,994,MEE,minibatch 0.05,1000,0,10,1,,"[50, 20]",identity,relu,0.0001,0.9,1e-05,0
3.5682661035287535,0.1678119563079465,985,MEE,minibatch 0.05,1000,0,10,1,,[100],identity,relu,0.001,0.5,0.001,0
