score,std,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,nn_save_internal_networks,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
0.975,0.05335936864527373,MSE,batch,500,1e-05,10,10,False,"(2, 2)",tanh,relu,0.8,0.5,0,0
0.9666666666666668,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(2, 2)",tanh,relu,0.5,0.8,0.01,0
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(2, 2)",tanh,relu,0.8,0,0.001,0
0.9666666666666666,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(2, 2)",sigmoid 1,relu,0.8,0.5,0,0
0.9666666666666666,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(2, 2)",sigmoid 1,relu,0.5,0.8,0,0.001
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(4,)",tanh,tanh,0.8,0.1,0.001,0
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(4,)",tanh,tanh,0.5,0,0.0001,0
0.9666666666666666,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(4,)",tanh,relu,0.5,0.5,0.001,0
0.9666666666666666,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(4,)",tanh,relu,0.5,0.5,0.0001,0
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(4,)",tanh,relu,0.5,0.1,0.001,0
0.9666666666666666,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(2,)",tanh,relu,0.8,0.8,0.0001,0.001
0.9666666666666666,0.055277079839256664,MSE,batch,500,1e-05,10,10,False,"(2,)",tanh,relu,0.8,0.8,0,0
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(2,)",tanh,relu,0.5,0.8,0.0001,0.001
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(2,)",tanh,relu,0.5,0.8,0,0.001
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(2,)",sigmoid 1,tanh,0.8,0.8,0.0001,0
0.9666666666666666,0.04082482904638632,MSE,batch,500,1e-05,10,10,False,"(2,)",sigmoid 1,tanh,0.8,0.8,0,0
0.9583333333333334,0.05590169943749474,MSE,batch,500,1e-05,10,10,False,"(2, 2)",tanh,tanh,0.8,0.5,0.0001,0.001
0.9583333333333334,0.05590169943749474,MSE,batch,500,1e-05,10,10,False,"(2, 2)",tanh,tanh,0.8,0.1,0.001,0
