score,std,epoch_mean,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,nn_seed,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
0.0071898386037867424,0,749,MSE,batch,1000,1e-05,10,1,25,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.008109599248865637,0,988,MSE,batch,1000,1e-05,10,1,91,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.008868768644246627,0,808,MSE,batch,1000,1e-05,10,1,68,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.01036530312308704,0,648,MSE,batch,1000,1e-05,10,1,23,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.010495619638842796,0,651,MSE,batch,1000,1e-05,10,1,62,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.010698756737516267,0,825,MSE,batch,1000,1e-05,10,1,33,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.014078712514891996,0,773,MSE,batch,1000,1e-05,10,1,77,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.014104997291765224,0,703,MSE,batch,1000,1e-05,10,1,81,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.016376430713833972,0,716,MSE,batch,1000,1e-05,10,1,69,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.016644337796165712,0,727,MSE,batch,1000,1e-05,10,1,0,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.016910657577831688,0,788,MSE,batch,1000,1e-05,10,1,36,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.017364405444576243,0,930,MSE,batch,1000,1e-05,10,1,82,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.01800972923267158,0,778,MSE,batch,1000,1e-05,10,1,63,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.01821560574166557,0,650,MSE,batch,1000,1e-05,10,1,78,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.019862275370120096,0,967,MSE,batch,1000,1e-05,10,1,45,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.020822428194583333,0,815,MSE,batch,1000,1e-05,10,1,55,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.023429112318397262,0,807,MSE,batch,1000,1e-05,10,1,19,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.02525807540364026,0,697,MSE,batch,1000,1e-05,10,1,31,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.02540845531242071,0,674,MSE,batch,1000,1e-05,10,1,10,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.025462413240020885,0,669,MSE,batch,1000,1e-05,10,1,89,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.025843286129766056,0,678,MSE,batch,1000,1e-05,10,1,61,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.025856034965744665,0,701,MSE,batch,1000,1e-05,10,1,38,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.02711967611660512,0,673,MSE,batch,1000,1e-05,10,1,32,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.027638282190154406,0,1000,MSE,batch,1000,1e-05,10,1,86,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.027860135030134296,0,865,MSE,batch,1000,1e-05,10,1,60,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.027880135885886663,0,923,MSE,batch,1000,1e-05,10,1,27,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.028512632973225618,0,898,MSE,batch,1000,1e-05,10,1,65,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.028685650399435474,0,787,MSE,batch,1000,1e-05,10,1,16,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.028983289596424693,0,648,MSE,batch,1000,1e-05,10,1,93,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.03114977652612813,0,835,MSE,batch,1000,1e-05,10,1,17,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.031249062854976375,0,1000,MSE,batch,1000,1e-05,10,1,51,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.03469719629357354,0,877,MSE,batch,1000,1e-05,10,1,52,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.04133662036645756,0,1000,MSE,batch,1000,1e-05,10,1,5,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.04632742897950723,0,875,MSE,batch,1000,1e-05,10,1,40,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.05286752900282163,0,694,MSE,batch,1000,1e-05,10,1,76,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.05729462990392064,0,1000,MSE,batch,1000,1e-05,10,1,87,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.05906939932711767,0,1000,MSE,batch,1000,1e-05,10,1,7,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.05961898519179932,0,999,MSE,batch,1000,1e-05,10,1,95,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.073254672915167,0,828,MSE,batch,1000,1e-05,10,1,97,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.07412242262329391,0,709,MSE,batch,1000,1e-05,10,1,66,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.07597955867605372,0,984,MSE,batch,1000,1e-05,10,1,8,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.0775166340079737,0,786,MSE,batch,1000,1e-05,10,1,83,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08032039223775905,0,985,MSE,batch,1000,1e-05,10,1,2,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08040778658635353,0,1000,MSE,batch,1000,1e-05,10,1,26,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08494566740459353,0,238,MSE,batch,1000,1e-05,10,1,20,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08574454846891451,0,336,MSE,batch,1000,1e-05,10,1,70,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08784026152255146,0,546,MSE,batch,1000,1e-05,10,1,75,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08831550556515327,0,273,MSE,batch,1000,1e-05,10,1,4,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08866003178928117,0,262,MSE,batch,1000,1e-05,10,1,72,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.08966615248273997,0,151,MSE,batch,1000,1e-05,10,1,6,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09031996327849201,0,319,MSE,batch,1000,1e-05,10,1,85,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09110996776942268,0,982,MSE,batch,1000,1e-05,10,1,90,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09128634975922388,0,369,MSE,batch,1000,1e-05,10,1,94,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09130524863687121,0,251,MSE,batch,1000,1e-05,10,1,80,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09157767206356209,0,315,MSE,batch,1000,1e-05,10,1,44,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09284766339519152,0,112,MSE,batch,1000,1e-05,10,1,29,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.0930850334528354,0,151,MSE,batch,1000,1e-05,10,1,12,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.0942073789499107,0,119,MSE,batch,1000,1e-05,10,1,47,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09526092561582769,0,227,MSE,batch,1000,1e-05,10,1,18,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09536444474537113,0,202,MSE,batch,1000,1e-05,10,1,54,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09557288735549771,0,193,MSE,batch,1000,1e-05,10,1,37,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09598838136859605,0,201,MSE,batch,1000,1e-05,10,1,73,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09612501924542623,0,298,MSE,batch,1000,1e-05,10,1,41,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09730345020125007,0,601,MSE,batch,1000,1e-05,10,1,35,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09776152846248032,0,280,MSE,batch,1000,1e-05,10,1,13,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09796770828395222,0,178,MSE,batch,1000,1e-05,10,1,34,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09798428049180731,0,191,MSE,batch,1000,1e-05,10,1,50,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09804510386294428,0,773,MSE,batch,1000,1e-05,10,1,46,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09923299738891178,0,903,MSE,batch,1000,1e-05,10,1,67,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.0993637672686565,0,108,MSE,batch,1000,1e-05,10,1,71,"(2,)",tanh,relu,0.1,0.7,0.0001,0
0.09963680054805857,0,785,MSE,batch,1000,1e-05,10,1,9,"(2,)",tanh,relu,0.1,0.7,0.0001,0
