score,std,nn_error_calculator,nn_learning_algorithm,nn_epochs_limit,nn_epsilon,nn_patience,nn_n_init,nn_save_internal_networks,arch_size_hidden_layers,arch_activation,arch_activation_hidden,arch_eta,arch_alpha,arch_alambd,arch_eta_decay
1.3331173727341779,0.10673485898470787,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.015,0.9,0.0001,0
1.3463057028207257,0.09402136700871222,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.015,0.9,0,0
1.353782214991324,0.11269260364062207,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.015,0.9,0.001,0
1.3648273549187413,0.06640944390169373,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.015,0.9,0.001,0
1.3658655235666326,0.1304993570257333,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.015,0.9,0.001,0
1.3717873375116418,0.07550146618718252,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.015,0.9,0.0001,0
1.3873697608339641,0.08934920027373483,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.015,0.9,0,0
1.389601777834069,0.06272370490135022,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.015,0.9,0,0
1.3999045006454447,0.12713870327882407,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.01,0.9,0,0
1.4042388952499265,0.11039471065982802,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.8,0,0
1.4077934213324008,0.1175589107546201,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.01,0.9,0.0001,0
1.413495519706579,0.12144217342912167,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.9,0.0001,0
1.414376781575357,0.13287028845016727,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.01,0.9,0,0
1.4164372220619676,0.1641818562836634,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.9,0.001,0
1.4169682867064557,0.13170673442449884,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.01,0.9,0.0001,0
1.4204220025009588,0.07956098668676861,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.01,0.9,0,0
1.4209527913075304,0.12077620817585037,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.9,0,0
1.4277450858972336,0.08782354301570322,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,relu,0.015,0.9,0,0
1.4286055021757578,0.1407642997146561,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.015,0.9,0.0001,0
1.4342572902736141,0.0696974979489716,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.01,0.9,0.0001,0
1.4366666047594676,0.08989766286557918,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,relu,0.015,0.9,0,0
1.4406748382324346,0.11463885001488067,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.8,0.0001,0
1.4518772634475823,0.14368728391256155,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.01,0.9,0.001,0
1.4558921027159124,0.09382502915278923,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.015,0.8,0,0
1.456305656276968,0.0948961941238392,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.01,0.9,0,0
1.4584666486496194,0.09798820514889521,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.01,0.9,0.001,0
1.4671277163656409,0.1051878999282246,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.01,0.9,0.0001,0
1.4691618595408946,0.10115897256996231,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.8,0.001,0
1.4783849483621334,0.0942166446603414,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.01,0.9,0.001,0
1.4784609026911895,0.12816685641495154,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.01,0.9,0.001,0
1.4882260168215384,0.0834655854524786,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,relu,0.015,0.9,0.001,0
1.4909700474441108,0.0982448391673244,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,relu,0.015,0.9,0.0001,0
1.4911701092905552,0.09627120817903666,MEE,minibatch 0.1,100,-1,10,1,False,"(100,)",identity,tanh,0.015,0.8,0.0001,0
1.4968704931792896,0.08839380610641812,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.015,0.8,0.0001,0
1.501158103228456,0.10003289601986246,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.01,0.8,0.0001,0
1.5050214159873405,0.11222696090277998,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,relu,0.015,0.9,0.001,0
1.505192569711523,0.1291475927976355,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.005,0.9,0.001,0
1.5078057002863097,0.11268589366824579,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.7,0.0001,0
1.5127928668625,0.12333785648564505,MEE,minibatch 0.1,100,-1,10,1,False,"(150,)",identity,tanh,0.015,0.8,0,0
1.51937661065442,0.14939503480424435,MEE,minibatch 0.1,100,-1,10,1,False,"(50,)",identity,tanh,0.015,0.7,0,0
1.522014110304986,0.10390090187886408,MEE,minibatch 0.1,100,-1,10,1,False,"(200,)",identity,tanh,0.015,0.8,0.0001,0
